id|title|year|pages|isbn|publisher|doc_type|abstract
https://d-nb.info/891654135| Planspieltechnik und Computer-based-Training zur Schulung von Einkäufern im Handel.|1989.0|370.0|978-3-89012-177-2|Eul, Germany|book|I have bought several of the Vitality canned dog food products and have found them all to be of good quality. The product looks more like a stew than a processed meat and it smells better. My Labrador is finicky and she appreciates this product better than  most.
https://d-nb.info/880936800|Informationsmanagement in der Organisationsplanung.|1988.0|240.0|978-3-8244-0003-4|Dt. Univ.-Verlag|book|"Product arrived labeled as Jumbo Salted Peanuts...the peanuts were actually small sized unsalted. Not sure if this was an error or if the vendor intended to represent the product as ""Jumbo""."
https://d-nb.info/890277257|Rechnerunterstützung für das Projektieren mit Hilfe eines wissensbasierten Systems.|1989.0|141.0|978-3-446-15577-0|Hanser|book|"This is a confection that has been around a few centuries.  It is a light, pillowy citrus gelatin with nuts - in this case Filberts. And it is cut into tiny squares and then liberally coated with powdered sugar.  And it is a tiny mouthful of heaven.  Not too chewy, and very flavorful.  I highly recommend this yummy treat.  If you are familiar with the story of C.S. Lewis' ""The Lion, The Witch, and The Wardrobe"" - this is the treat that seduces Edmund into selling out his Brother and Sisters to the Witch."
"https://d-nb.info/953963667|Fehlerquellen in raumbezogenen Informationssystemen: Quantifizierung und Minimierung am Beispiel des niedersächsischen Informationssystems ; mit 7 Tabellen.|1997.0|132||Schweizerbart|book"|||||||If you are looking for the secret ingredient in Robitussin I believe I have found it.  I got this in addition to the Root Beer Extract I ordered (which was good) and made some cherry soda.  The flavor is very medicinal.
https://d-nb.info/900307455|Logistikgerechte PPS-Systeme: Konzeption, Aufbau, Umsetzung.|1990.0|185.0|978-3-88585-788-4|Verlag TÜV Rheinland|book|Great taffy at a great price.  There was a wide assortment of yummy taffy.  Delivery was very quick.  If your a taffy lover, this is a deal.
https://d-nb.info/944429890|Wissensbasierte Planung einer Krankenhausverpflegung dargestellt am Beispiel der Diätverpflegung für Diabetiker.|1995.0|167.0||GSF-Forschungszentrum für Umwelt und Gesundheit|book|I got a wild hair for taffy and ordered this five pound bag. The taffy was all very enjoyable with many flavors: watermelon, root beer, melon, peppermint, grape, etc. My only complaint is there was a bit too much red/black licorice-flavored pieces (just not my particular favorites). Between me, my kids, and my husband, this lasted only two weeks! I would recommend this brand of taffy -- it was a delightful treat.
https://d-nb.info/943539935|Ansätze zur Unterstützung der oberen Führungsebene durch wissensbasierte Planungs- und Kontrollsysteme.|1995.0|143.0|978-3-8265-5058-4|Shaker|book|This saltwater taffy had great flavors and was very soft and chewy.  Each candy was individually wrapped well.  None of the candies were stuck together, which did happen in the expensive version, Fralinger's.  Would highly recommend this candy!  I served it at a beach-themed party and everyone loved it!
https://d-nb.info/95720602X|Kundenorientierte Softwareproduktion.|1999.0|454.0|978-3-8244-0474-2|Dt. Univ.-Verlag|book|This taffy is so good.  It is very soft and chewy.  The flavors are amazing.  I would definitely recommend you buying it.  Very satisfying!!
https://d-nb.info/910924112|Algorithmen der Sprachverarbeitung zur Entwicklung eines vollsynthetischen Sprachausgabesystems.|1991.0|321.0|978-3-540-53870-7|Springer|book|Right now I'm mostly just sprouting this so my cats can eat the grass. They love it. I rotate it around with Wheatgrass and Rye too
https://d-nb.info/931740096|Flowshop Scheduling mit parallelen genetischen Algorithmen: eine problemorientierte Analyse genetischer Suchstrategien.|1993.0|233.0|978-3-8244-2051-3|Dt. Univ.-Verlag|book|This is a very healthy dog food. Good for their digestion. Also good for small puppies. My dog eats her required amount at every feeding.
https://www.grin.com/document/342295|Mobile Service Provision in Harsh Environments.|2016.0|0.0||GRIN Verlag|book|I don't know if it's the cactus or the tequila or just the unique combination of ingredients, but the flavour of this hot sauce makes it one of a kind!  We picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away!  When we realized that we simply couldn't find it anywhere in our city we were bummed.<br /><br />Now, because of the magic of the internet, we have a case of the sauce and are ecstatic because of it.<br /><br />If you love hot sauce..I mean really love hot sauce, but don't want a sauce that tastelessly burns your throat, grab a bottle of Tequila Picante Gourmet de Inclan.  Just realize that once you taste it, you will never want to use any other sauce.<br /><br />Thank you for the personal, incredible service!
https://d-nb.info/952577437|Anisotropic diffusion in image processing.|1998.0|170.0|978-3-519-02606-8|Teubner|book|One of my boys needed to lose some weight and the other didn't.  I put this food on the floor for the chubby guy, and the protein-rich, no by-product food up higher where only my skinny boy can jump.  The higher food sits going stale.  They both really go for this food.  And my chubby boy has been losing about an ounce a week.
https://d-nb.info/911214143|Der vernetzte Manager: intelligente Nutzung des PC am Arbeitsplatz.|1992.0|215.0|978-3-85743-960-5|Verlag Industrielle Organisation|book|My cats have been happily eating Felidae Platinum for more than two years. I just got a new bag and the shape of the food is different. They tried the new food when I first put it in their bowls and now the bowls sit full and the kitties will not touch the food. I've noticed similar reviews related to formula changes in the past. Unfortunately, I now need to find a new food that my cats will eat.
https://d-nb.info/956598889|Virtual Team Assistant: intelligente Assistenzsysteme für die automatisierte Vorgangsbearbeitung.|1999.0|211.0|978-3-8244-2124-4|Deutscher Universitäts-Verlag|book|good flavor! these came securely packed... they were fresh and delicious! i love these Twizzlers!
https://d-nb.info/1028143168|Entwurfsbegleitende Leistungsanalyse mit UML, MARTE und generalisierten Netzen.|2013.0|305.0|978-3-486-71526-2|Oldenbourg|book|The Strawberry Twizzlers are my guilty pleasure - yummy. Six pounds will be around for a while with my son and I.
"https://d-nb.info/94263554X|Datenbankgestütztes Kosten- und Erlöscontrolling: Konzept und Realisierung einer entscheidungsorienerten Erfolgsrechnung; 2. überarbeitete Auflage.|1995.0|306|978-3-409-22118-4|Gabler|book"|||||||My daughter loves twizzlers and this shipment of six pounds really hit the spot. It's exactly what you would expect...six packages of strawberry twizzlers.
https://d-nb.info/900263938|Universalprozessoren und ihre Realisierung.|1990.0|221.0|978-3-7785-1947-9|Hüthig|book|I love eating them and they are good for watching TV and looking at movies! It is not too sweet. I like to transfer them to a zip lock baggie so they stay fresh so I can take my time eating them.
https://d-nb.info/953295192|Meander: ein graph-basierter Ansatz zur Unterstützung der Konstruktion explizit paralleler Programme für Parallelrechner mit verteiltem Speicher.|1998.0|175.0|978-3-8265-3666-3|Shaker|book|I am very satisfied with my Twizzler purchase.  I shared these with others and we have all enjoyed them.  I will definitely be ordering more.
https://d-nb.info/96173972X|Multiagentensimulation: Konzepte, Werkzeuge, Anwendungen.|2001.0|234.0|978-3-8273-1790-2|Addison-Wesley|book|Twizzlers, Strawberry my childhood favorite candy, made in Lancaster Pennsylvania by Y & S Candies, Inc. one of the oldest confectionery Firms in the United States, now a Subsidiary of the Hershey Company, the Company was established in 1845 as Young and Smylie, they also make Apple Licorice Twists, Green Color and Blue Raspberry Licorice Twists, I like them all<br /><br />I keep it in a dry cool place because is not recommended it to put it in the fridge. According to the Guinness Book of Records, the longest Licorice Twist ever made measured 1.200 Feet (370 M) and weighted 100 Pounds (45 Kg) and was made by Y & S Candies, Inc. This Record-Breaking Twist became a Guinness World Record on July 19, 1998. This Product is Kosher! Thank You
https://d-nb.info/1103689096|Future mobile transport protocols: adaptive congestion control for unpredictable cellular networks.|2016.0|195.0|978-3-658-14814-0|Springer Vieweg|book|Candy was delivered very fast and was purchased at a reasonable price.  I was home bound and unable to get to a store so this was perfect for me.
https://d-nb.info/961225726|Contributions to a trace theory beyond Mazurkiewicz traces.|2000.0|181.0|||book|My husband is a Twizzlers addict.  We've bought these many times from Amazon because we're government employees living overseas and can't get them in the country we are assigned to.  They've always been fresh and tasty, packed well and arrive in a timely manner.
https://d-nb.info/944884962|Zur Identifikation nichtlinearer Systemmodelle mit wenig A-priori-Informationen.|1995.0|110.0|978-3-18-347108-9|VDI-Verlag|book|"I bought these for my husband who is currently overseas. He loves these, and apparently his staff likes them also.<br />There are generous amounts of Twizzlers in each 16-ounce bag, and this was well worth the price. <a href=""http://www.amazon.com/gp/product/B001GVISJM"">Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a>"
https://d-nb.info/1096344599|Fachdidaktische Studien II.|2016.0|152.0|978-3-8440-4276-4|Shaker Verlag|book|I can remember buying this candy as a kid and the quality hasn't dropped in all these years. Still a superb product you won't be disappointed with.
http://www.dr.hut-verlag.de/978-3-8439-4205-8.html|Managed Evolution of Automotive Software Product Line Architectures.|2019.0|0.0||Verlag Dr. Hut|book|I love this candy.  After weight watchers I had to cut back but still have a craving for it.
https://d-nb.info/920167926|Anfragesprachen für Informationssysteme.|1991.0|237.0|978-3-925474-11-8||book|I have lived out of the US for over 7 yrs now, and I so miss my Twizzlers!!  When I go back to visit or someone visits me, I always stock up.  All I can say is YUM!<br />Sell these in Mexico and you will have a faithful buyer, more often than I'm able to buy them right now.
https://d-nb.info/968928331|Computational and logical aspects of infinite monoids.|2003.0|13.0|||book|"Product received is as advertised.<br /><br /><a href=""http://www.amazon.com/gp/product/B001GVISJM"">Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a>"
https://d-nb.info/949388432|Technik - Konstruktionen: neue Technologien als soziologisches Theorieproblem.|1997.0|152.0|3-8255-0111-6|Centaurus-Verlag-Ges.|book|The candy is just red , No flavor . Just  plan and chewy .  I would never buy them again
https://d-nb.info/944058914|Dezentralisierung betrieblicher EDV-Systeme.|1994.0|144.0|978-3-86073-243-4|Verlag der Augustinus-Buchhandlung|book|I was so glad Amazon carried these batteries.  I have a hard time finding them elsewhere because they are such a unique size.  I need them for my garage door opener.<br />Great deal for the price.
https://d-nb.info/943235391|Computergestützte Steuerungs- und Positionierverfahren für Elektrohängebahnsysteme.|1995.0|138.0|978-3-929443-24-0|Verlag Praxiswissen|book|I got this for my Mum who is not diabetic but needs to watch her sugar intake, and my father who simply chooses to limit unnecessary sugar intake - she's the one with the sweet tooth - they both LOVED these toffees, you would never guess that they're sugar-free and it's so great that you can eat them pretty much guilt free!  i was so impressed that i've ordered some for myself (w dark chocolate) to take to the office so i'll eat them instead of snacking on sugary sweets.<br />These are just EXCELLENT!
https://d-nb.info/950243531|Schuldnerberatung im Wandel: von der traditionellen Sozialarbeit zur computergestützten Dienstleistung.|1997.0|213.0|3-8265-2389-X|Shaker|book|I don't know if it's the cactus or the tequila or just the unique combination of ingredients, but the flavour of this hot sauce makes it one of a kind!  We picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away!  When we realized that we simply couldn't find it anywhere in our city we were bummed.<br /><br />Now, because of the magic of the internet, we have a case of the sauce and are ecstatic because of it.<br /><br />If you love hot sauce..I mean really love hot sauce, but don't want a sauce that tastelessly burns your throat, grab a bottle of Tequila Picante Gourmet de Inclan.  Just realize that once you taste it, you will never want to use any other sauce.<br /><br />Thank you for the personal, incredible service!
https://d-nb.info/945700849|Zur Etablierung der privaten Computerhandhabung: eine Grundlagenstudie am Fall der Computerbenutzung Jugendlicher.|1996.0|288.0|3-631-49726-1|Lang|book|I have never been a huge coffee fan. However, my mother purchased this little machine and talked me into trying the Latte Macciato. No Coffee Shop has a better one and I like most of the other products, too (as a usually non-coffee drinker!).<br />The little Dolche Guesto Machine is super easy to use and prepares a really good Coffee/Latte/Cappuccino/etc in less than a minute (if water is heated up). I would recommend the Dolce Gusto to anyone. Too good for the price and I'am getting one myself! :)
https://d-nb.info/943977541|Leitfaden zum Aufbau einer Fertigungsdatenbank für Maschinenbauunternehmen.|1995.0|0.0|978-3-8265-5110-9|Shaker|book|This offer is a great price and a great taste, thanks Amazon for selling this product.<br /><br />Staral
https://d-nb.info/930298241|A GB related parser for Norwegian.|1993.0|331.0|978-3-906750-65-1|Lang|book|McCann's Instant Oatmeal is great if you must have your oatmeal but can only scrape together two or three minutes to prepare it. There is no escaping the fact, however, that even the best instant oatmeal is nowhere near as good as even a store brand of oatmeal requiring stovetop preparation.  Still, the McCann's is as good as it gets for instant oatmeal. It's even better than the organic, all-natural brands I have tried.  All the varieties in the McCann's variety pack taste good.  It can be prepared in the microwave or by adding boiling water so it is convenient in the extreme when time is an issue.<br /><br />McCann's use of actual cane sugar instead of high fructose corn syrup helped me decide to buy this product.  Real sugar tastes better and is not as harmful as the other stuff. One thing I do not like, though, is McCann's use of thickeners.  Oats plus water plus heat should make a creamy, tasty oatmeal without the need for guar gum. But this is a convenience product.  Maybe the guar gum is why, after sitting in the bowl a while, the instant McCann's becomes too thick and gluey.
https://d-nb.info/948153075|Projektierungsverfahren für technische Software dargestellt an wissensbasierten Systemen.|1996.0|129.0|3-540-61426-5|Springer|book|This is a good instant oatmeal from the best oatmeal brand.  It uses cane sugar instead of high fructouse corn syrup, so not only does it have a better sweetness, but some doctors now say that this form of sugar is better for you.  Great on a cold morning when you don't have time to make McCann's Steel Cut Oats.  The apple cinnamon is the best but the maple and brown sugar or the regular are good too.  Plus they don't require doctoring to actually tell the three flavors apart.
https://d-nb.info/881459763|Rechnergestützter Layoutentwurf von Hybridschaltungen: Widerstandsberechnung, Entwurfsschritte, Layoutüberprüfung.|1989.0|134.0|978-3-540-50655-3|Springer|book|Instant oatmeal can become soggy the minute the water hits the bowl. McCann's Instant Oatmeal holds its texture, has excellent flavor, and is good for you all at the same time. McCann's regular oat meal is excellent, too, but may take a bit longer to prepare than most have time for in the morning. This is the best instant brand I've ever eaten, and a very close second to the non-instant variety.<br /><br />McCann's Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)
https://www.svh-verlag.de|Drahtlose industrielle Automatiserung durch Ultrawideband-Impulsfunk: Ein robustes drahtloses Kommunikationssystem für die industrielle Automatisierung unter harten Echtzeitbedingungen.|2012.0|0.0||Südwestdeutscher Verlag für Hochschulschriften|book|McCann's Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)<br /><br />I'm a fan of the McCann's steel-cut oats, so I thought I'd give the instant variety a try. I found it to be a hardy meal, not too sweet, and great for folks like me (post-bariatric surgery) who need food that is palatable, easily digestible, with fiber but won't make you bloat.
https://d-nb.info/1124697330|Automatisierte Verfahren für die Themenanalyse nachrichtenorientierter Textquellen.|2018.0|258.0|978-3-86962-261-3|Herbert von Halem Verlag|book|For those of us with celiac disease this product is a lifesaver and what could be better than getting it at almost half the price of the grocery or health food store!  I love McCann's instant oatmeal - all flavors!!!<br /><br />Thanks,<br />Abby
https://d-nb.info/861004981|Büro der Zukunft: Mikrocomputer u. Telekommunikation: e. Gesamtschau zu Technik, Organisation u. Marketing.|1985.0|422.0|978-3-9800746-8-1|Fachverlag für Büro- u. Organisationstechnik|book|What else do you need to know? Oatmeal, instant (make it with a half cup of low-fat milk and add raisins;nuke for 90 seconds). More expensive than Kroger store brand oatmeal and maybe a little tastier or better texture or something. It's still just oatmeal. Mmm, convenient!
https://d-nb.info/911388761|Konzipierung von Hardware-Software-Funktionen für Kommunikationsgeräte mit Mikroprozessoren.|1991.0|153.0|978-3-18-146010-8|VDI-Verlag|book|I WAS VISITING MY FRIEND NATE THE OTHER MORNING FOR COFFEE , HE CAME OUT OF HIS STORAGE ROOM WITH ( A PACKET OF McCANNS INSTANT IRISH OATMEAL .) HE SUGGESTED THAT I TRY IT FOR MY OWN USE ,IN MY STASH . SOMETIMES NATE DOSE NOT GIVE YOU A CHANCE TO SAY NO , SO I ENDED UP TRYING THE APPLE AND CINN . FOUND IT TO BE VERY TASTEFULL WHEN MADE WITH WATER OR POWDERED MILK . IT GOES GOOD WITH O.J. AND COFFEE AND A SLICE OF TOAST AND YOUR READY TO TAKE ON THE WORLD...OR THE DAY AT LEAST..  JERRY REITH...
https://d-nb.info/1196226806|Objektzentrierte Visualisierung mehrdimensionaler Daten als Erweiterung konventioneller Datenbankmodelle, 2., unveränderte Auflage.|2019.0|190.0|978-3-8316-8391-8|utzverlag GmbH|book|"I ordered this for my wife as it was reccomended by our daughter.  She has this almost every morning and likes all flavors.  She's happy, I'm happy!!!<br /><a href=""http://www.amazon.com/gp/product/B001EO5QW8"">McCANN'S Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)</a>"
